aptDong,aptNm,aptSeq,bonbun,bubun,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landCd,landLeaseholdGbn,rgstDate,roadNm,roadNmBonbun,roadNmBubun,roadNmCd,roadNmSeq,roadNmSggCd,roadNmbCd,sggCd,slerGbn,umdCd,umdNm,지역코드,계약일,평단가_만원
,현대2차,11710-144,0044,0000,1992,개인,,,141000,6,6,2026,중개거래,서울 송파구,82.96,9,44,1,N,,오금로61길,00020,00000,4169413,01,11710,0,11710,개인,11300,거여동,11710,2026-06-06,5619.0
,리센츠,11710-6249,0022,0000,2008,개인,,,333500,6,6,2026,중개거래,서울 송파구,84.99,5,22,1,N,,올림픽로,00135,00000,3123023,01,11710,0,11710,개인,10100,잠실동,11710,2026-06-06,12972.0
,거여4단지,11710-136,0293,0000,1997,개인,,,96500,6,6,2026,중개거래,서울 송파구,39.6,3,293,1,N,,양산로4길,00008,00000,4169363,01,11710,0,11710,개인,11300,거여동,11710,2026-06-06,8056.0
,송파더센트레,11710-7430,0879,0000,2013,개인,,,151500,6,6,2026,중개거래,서울 송파구,51.77,12,879,1,N,,위례광장로,00163,00000,3000238,01,11710,0,11710,개인,10900,장지동,11710,2026-06-06,9674.0
101,거여1단지,11710-133,0290,0000,1997,개인,,,89700,6,6,2026,중개거래,서울 송파구,39.6,3,290,1,N,26.07.13,양산로8길,00008,00000,4169365,01,11710,0,11710,개인,11300,거여동,11710,2026-06-06,7488.0
,파크하비오,11710-8245,0618,0000,2016,개인,,,192000,6,6,2026,중개거래,서울 송파구,84.9648,13,618,1,N,,송파대로,00111,00000,2005011,06,11710,,11710,개인,10800,문정동,11710,2026-06-06,7470.0
C,갤러리아팰리스,11710-281,0040,0000,2005,개인,,,300000,6,6,2026,중개거래,서울 강남구,151.999,34,40,1,N,26.07.10,올림픽로,00212,00000,3123023,01,11710,0,11710,개인,10100,잠실동,11710,2026-06-06,6525.0
,가락(1차)쌍용아파트,11710-59,0140,0000,1997,개인,,,180000,5,6,2026,중개거래,서울 송파구,59.92,10,140,1,N,,동남로,00193,00000,3000034,01,11710,0,11710,개인,10700,가락동,11710,2026-06-05,9931.0
,가락(1차)쌍용아파트,11710-59,0140,0000,1997,개인,,,205000,5,6,2026,중개거래,서울 송파구,84.69,8,140,1,N,,동남로,00193,00000,3000034,01,11710,0,11710,개인,10700,가락동,11710,2026-06-05,8002.0
,리센츠,11710-6249,0022,0000,2008,개인,,,150000,18,6,2026,중개거래,서울 송파구,27.68,9,22,1,N,,올림픽로,00135,00000,3123023,01,11710,0,11710,개인,10100,잠실동,11710,2026-06-18,17914.0
,리센츠,11710-6249,0022,0000,2008,개인,,,359000,5,6,2026,중개거래,서울 송파구,84.99,25,22,1,N,,올림픽로,00135,00000,3123023,01,11710,0,11710,개인,10100,잠실동,11710,2026-06-05,13964.0
,문정시영,11710-83,0145,0000,1989,개인,,,85500,4,6,2026,중개거래,서울 송파구,35.46,1,145,1,N,,송이로31길,00056,00000,4169313,01,11710,0,11710,개인,10800,문정동,11710,2026-06-04,7971.0
,올림픽훼밀리타운,11710-89,0150,0000,1988,개인,,,260000,4,6,2026,중개거래,서울 송파구,84.751,13,150,1,N,,중대로,00024,00000,3123016,02,11710,0,11710,개인,10800,문정동,11710,2026-06-04,10142.0
17,우성아파트,11710-159,0101,0001,1981,개인,,,380000,5,6,2026,중개거래,"경기 용인시 수지구, 서울 송파구",131.08,2,101-1,1,N,26.06.05,올림픽로4길,00042,00000,4169439,01,11710,0,11710,개인,10100,잠실동,11710,2026-06-05,9583.0
,토성현대,11710-16,0251,0002,1986,개인,,,84500,4,6,2026,중개거래,서울 송파구,57.24,4,251-2,1,N,,풍성로14길,00019,00000,4169500,01,11710,0,11710,개인,10300,풍납동,11710,2026-06-04,4880.0
,위례신도시송파푸르지오,11710-7714,0878,0000,2015,개인,,,221000,3,6,2026,중개거래,서울 송파구,107.6344,18,878,1,N,,위례광장로,00185,00000,3000238,01,11710,0,11710,개인,10900,장지동,11710,2026-06-03,6788.0
,가락(1차)쌍용아파트,11710-59,0140,0000,1997,개인,,,177000,4,6,2026,중개거래,서울 송파구,59.92,1,140,1,N,,동남로,00193,00000,3000034,01,11710,0,11710,개인,10700,가락동,11710,2026-06-04,9765.0
,미성맨션,11710-24,0161,0000,1985,개인,,,240000,4,6,2026,중개거래,서울 송파구,116.94,4,161,1,N,,오금로32길,00010,00000,4169391,01,11710,0,11710,개인,10400,송파동,11710,2026-06-04,6785.0
,씨티극동1,11710-13,0509,0000,1998,개인,,,141700,3,6,2026,중개거래,서울 송파구,84.43,3,509,1,N,,한가람로,00478,00000,3123020,02,11710,0,11710,개인,10300,풍납동,11710,2026-06-03,5548.0
,가락쌍용(2차),11710-42,0021,0006,1999,개인,,,197000,4,6,2026,중개거래,서울 송파구,84.42,23,21-6,1,N,,송이로15길,00031,00000,4169301,01,11710,0,11710,개인,10700,가락동,11710,2026-06-04,7714.0
,파크리오,11710-6266,0017,0000,2008,개인,,,293000,2,6,2026,중개거래,서울 송파구,84.9,34,17,1,N,,올림픽로,00435,00000,3123023,02,11710,0,11710,개인,10200,신천동,11710,2026-06-02,11409.0
,거여1단지,11710-133,0290,0000,1997,개인,,,93000,3,6,2026,중개거래,서울 송파구,39.6,3,290,1,N,,양산로8길,00008,00000,4169365,01,11710,0,11710,개인,11300,거여동,11710,2026-06-03,7764.0
,송파파인타운1단지,11710-6486,0833,0000,2010,개인,,,180000,3,6,2026,중개거래,서울 송파구,84.95,9,833,1,N,,충민로,00188,00000,3123017,02,11710,0,11710,개인,10900,장지동,11710,2026-06-03,7005.0
,레이크팰리스,11710-5957,0044,0000,2006,개인,26.07.20,O,302000,3,6,2026,중개거래,서울 송파구,84.82,28,44,1,N,,잠실로,00088,00000,3123015,01,11710,0,11710,개인,10100,잠실동,11710,2026-06-03,11770.0
,거여4단지,11710-136,0293,0000,1997,개인,,,118000,3,6,2026,중개거래,서울 송파구,49.8,7,293,1,N,,양산로4길,00008,00000,4169363,01,11710,0,11710,개인,11300,거여동,11710,2026-06-03,7833.0
,테라펠리체송파,11710-9304,0166,0006,2021,개인,,,66000,3,6,2026,중개거래,서울 송파구,33.9472,12,166-6,1,N,,동남로,00240,00006,3000034,00,11710,,11710,법인,10700,가락동,11710,2026-06-03,6427.0
,삼성,11710-123,0160,0000,1989,개인,,,138500,3,6,2026,중개거래,서울 송파구,84.87,9,160,1,N,,문정로,00197,00000,3123005,03,11710,0,11710,개인,11200,오금동,11710,2026-06-03,5395.0
,리센츠,11710-6249,0022,0000,2008,개인,,,330000,3,6,2026,중개거래,서울 송파구,84.99,27,22,1,N,,올림픽로,00135,00000,3123023,01,11710,0,11710,개인,10100,잠실동,11710,2026-06-03,12836.0
,토성현대,11710-16,0251,0002,1986,개인,,,75000,3,6,2026,중개거래,서울 송파구,49.14,4,251-2,1,N,,풍성로14길,00019,00000,4169500,01,11710,0,11710,개인,10300,풍납동,11710,2026-06-03,5045.0
,가락쌍용(2차),11710-42,0021,0006,1999,개인,,,196700,3,6,2026,중개거래,서울 송파구,84.42,17,21-6,1,N,,송이로15길,00031,00000,4169301,01,11710,0,11710,개인,10700,가락동,11710,2026-06-03,7703.0
,장미1,11710-170,0007,0000,1979,개인,,,319000,1,6,2026,중개거래,서울 송파구,82.45,11,7,1,N,,올림픽로35길,00104,00000,4169554,01,11710,0,11710,개인,10200,신천동,11710,2026-06-01,12790.0
,현대1,11710-18,0413,0001,1995,개인,,,182000,3,6,2026,중개거래,서울 송파구,84.0,7,413-1,1,N,,올림픽로,00525,00000,3123023,03,11710,0,11710,개인,10300,풍납동,11710,2026-06-03,7163.0
,현대1차,11710-143,0362,0000,1992,개인,,,135000,3,6,2026,중개거래,서울 송파구,84.91,2,362,1,N,,오금로54길,00010,00000,4169409,01,11710,0,11710,개인,11300,거여동,11710,2026-06-03,5256.0
,현대리버빌1지구,11710-19,0260,0000,1999,개인,,,131000,2,6,2026,중개거래,서울 송파구,58.13,5,260,1,N,,토성로,00037,00000,3123019,01,11710,0,11710,개인,10300,풍납동,11710,2026-06-02,7450.0
,리센츠,11710-6249,0022,0000,2008,개인,,,140000,2,6,2026,중개거래,서울 송파구,27.68,14,22,1,N,,올림픽로,00135,00000,3123023,01,11710,0,11710,개인,10100,잠실동,11710,2026-06-02,16720.0
,대림,11710-50,0070,0019,1988,개인,,,157500,2,6,2026,중개거래,서울 송파구,69.74,13,70-19,1,N,,송이로,00088,00000,3123011,02,11710,0,11710,개인,10700,가락동,11710,2026-06-02,7466.0
,파크리오,11710-6266,0017,0000,2008,개인,,,296000,1,6,2026,중개거래,서울 송파구,84.79,12,17,1,N,,올림픽로,00435,00000,3123023,02,11710,0,11710,개인,10200,신천동,11710,2026-06-01,11540.0
,가락(1차)쌍용아파트,11710-59,0140,0000,1997,개인,,,224500,1,6,2026,중개거래,서울 송파구,84.69,16,140,1,N,,동남로,00193,00000,3000034,01,11710,0,11710,개인,10700,가락동,11710,2026-06-01,8763.0
,장미2,11710-177,0011,0000,1979,개인,,,330000,1,6,2026,중개거래,"경기 광명시, 서울 송파구",82.45,14,11,1,N,,올림픽로35길,00104,00000,4169554,01,11710,0,11710,개인,10200,신천동,11710,2026-06-01,13231.0
,잠실포스코더샵,11710-280,0336,0005,2004,개인,,,150000,1,6,2026,중개거래,서울 송파구,84.38,12,336-5,1,N,,백제고분로,00188,00000,3123006,01,11710,0,11710,개인,10100,잠실동,11710,2026-06-01,5877.0
,가락(1차)쌍용아파트,11710-59,0140,0000,1997,개인,,,188000,1,6,2026,중개거래,"서울 강남구, 서울 송파구",59.92,13,140,1,N,,동남로,00193,00000,3000034,01,11710,0,11710,개인,10700,가락동,11710,2026-06-01,10372.0
,현대리버빌1지구,11710-19,0260,0000,1999,개인,,,136000,1,6,2026,중개거래,서울 송파구,153.08,5,260,1,N,,토성로,00037,00000,3123019,01,11710,0,11710,개인,10300,풍납동,11710,2026-06-01,2937.0
,상아2차아파트,11710-124,0165,0000,1988,개인,,,131000,1,6,2026,중개거래,서울 송파구,45.77,4,165,1,N,,오금로,00407,00000,3123014,05,11710,0,11710,개인,11200,오금동,11710,2026-06-01,9462.0
,현대3차,11710-145,0046,0000,1993,개인,,,126500,1,6,2026,중개거래,서울 송파구,84.94,7,46,1,N,,거마로,00041,00000,3123003,01,11710,0,11710,개인,11300,거여동,11710,2026-06-01,4923.0
,토성현대,11710-16,0251,0002,1986,개인,,,77500,1,6,2026,중개거래,"경기 고양시 일산서구, 서울 송파구",49.14,6,251-2,1,N,,풍성로14길,00019,00000,4169500,01,11710,0,11710,개인,10300,풍납동,11710,2026-06-01,5214.0
,테라펠리체송파,11710-9304,0166,0006,2021,개인,,,62000,13,7,2026,중개거래,서울 서초구,29.1078,15,166-6,1,N,,동남로,00240,00006,3000034,00,11710,,11710,법인,10700,가락동,11710,2026-07-13,7041.0
,주성파크빌,11710-429,0169,0013,2002,개인,,,95800,15,7,2026,중개거래,서울 송파구,84.9,4,169-13,1,N,,오금로44가길,00007,00000,4169400,01,11710,0,11710,개인,10700,가락동,11710,2026-07-15,3730.0
302,올림픽훼밀리타운,11710-89,0150,0000,1988,개인,,,220000,15,7,2026,직거래,,84.705,4,150,1,N,26.07.15,중대로,00024,00000,3123016,02,11710,0,11710,개인,10800,문정동,11710,2026-07-15,8586.0
,문정시영,11710-83,0145,0000,1989,개인,,,120000,14,7,2026,중개거래,"경기 화성시 병점구, 서울 강남구",39.69,10,145,1,N,,송이로31길,00056,00000,4169313,01,11710,0,11710,개인,10800,문정동,11710,2026-07-14,9995.0
,문정시영,11710-83,0145,0000,1989,개인,,,116000,14,7,2026,중개거래,"서울 강남구, 서울 송파구",39.69,10,145,1,N,,송이로31길,00056,00000,4169313,01,11710,0,11710,개인,10800,문정동,11710,2026-07-14,9662.0
,서림올림피아드,11710-258,0126,0012,2004,개인,,,73500,13,7,2026,중개거래,서울 송파구,70.57,5,126-12,1,N,,가락로34길,00005,00025,4169016,01,11710,0,11710,개인,11100,방이동,11710,2026-07-13,3443.0
,위례24단지(꿈에그린),11710-7441,0901,0000,2013,개인,,,164000,13,7,2026,중개거래,서울 송파구,51.78,9,901,1,N,,위례광장로,00121,00000,3000238,01,11710,0,11710,개인,10900,장지동,11710,2026-07-13,10470.0
,상아2차아파트,11710-124,0165,0000,1988,개인,,,193000,13,7,2026,중개거래,서울 송파구,84.98,3,165,1,N,,오금로,00407,00000,3123014,05,11710,0,11710,개인,11200,오금동,11710,2026-07-13,7508.0
,한강극동,11710-17,0508,0000,1995,개인,,,145800,10,7,2026,중개거래,서울 송파구,59.26,9,508,1,N,,토성로,00038,00006,3123019,01,11710,0,11710,개인,10300,풍납동,11710,2026-07-10,8133.0
,올림픽파크리움,11710-8269,0051,0000,2016,개인,,,15000,10,7,2026,중개거래,서울 강남구,12.896,15,51,1,N,,백제고분로,00505,00000,3123006,00,11710,0,11710,개인,11100,방이동,11710,2026-07-10,3845.0
,잠실엘스,11710-6346,0019,0000,2008,개인,,,347500,4,7,2026,중개거래,서울 송파구,84.8,21,19,1,N,,올림픽로,00099,00000,3123023,01,11710,0,11710,개인,10100,잠실동,11710,2026-07-04,13547.0
,잠실엘스,11710-6346,0019,0000,2008,개인,,,330000,1,7,2026,중개거래,"서울 강남구, 서울 송파구",84.8,2,19,1,N,,올림픽로,00099,00000,3123023,01,11710,0,11710,개인,10100,잠실동,11710,2026-07-01,12865.0
,송파동부쎈트레빌,11710-303,0478,0000,2004,개인,,,199000,9,7,2026,중개거래,서울 송파구,84.98,15,478,1,N,,송파대로37길,00029,00000,4169340,02,11710,0,11710,개인,10700,가락동,11710,2026-07-09,7741.0
,씨티극동1,11710-13,0509,0000,1998,개인,,,113000,3,7,2026,중개거래,서울 송파구,59.95,1,509,1,N,,한가람로,00478,00000,3123020,02,11710,0,11710,개인,10300,풍납동,11710,2026-07-03,6231.0
,코오롱아파트,11710-110,0212,0008,1991,개인,,,215000,11,7,2026,중개거래,서울 송파구,84.95,10,212-8,1,N,,오금로31길,00028,00000,4169390,01,11710,0,11710,개인,11100,방이동,11710,2026-07-11,8367.0
,송파파인타운2단지,11710-6299,0835,0000,2008,개인,,,172500,11,7,2026,중개거래,서울 송파구,84.95,13,835,1,N,,충민로,00151,00000,3123017,02,11710,0,11710,개인,10900,장지동,11710,2026-07-11,6713.0
,다성파크뷰,11710-121,0026,0003,2002,개인,,,85000,11,7,2026,중개거래,서울 송파구,67.55,4,26-3,1,N,,중대로35길,00009,00000,4169477,01,11710,0,11710,개인,11200,오금동,11710,2026-07-11,4160.0
,가락(1차)쌍용아파트,11710-59,0140,0000,1997,개인,,,188500,11,7,2026,중개거래,"서울 도봉구, 서울 송파구",59.92,8,140,1,N,,동남로,00193,00000,3000034,01,11710,0,11710,개인,10700,가락동,11710,2026-07-11,10400.0
,현대(62-5),11710-86,0062,0005,1993,개인,,,90000,11,7,2026,중개거래,"서울 강남구, 서울 송파구",54.6,1,62-5,1,N,,송파대로20길,00028,00000,4169328,01,11710,0,11710,개인,10800,문정동,11710,2026-07-11,5449.0
,래미안파크팰리스,11710-6150,0165,0000,2007,개인,,,204000,11,7,2026,중개거래,서울 송파구,59.968,13,165,1,N,,동남로,00225,00000,3000034,01,11710,0,11710,개인,10700,가락동,11710,2026-07-11,11246.0
,문정시영,11710-83,0145,0000,1989,개인,,,105000,11,7,2026,중개거래,서울 송파구,39.69,1,145,1,N,,송이로31길,00056,00000,4169313,01,11710,0,11710,개인,10800,문정동,11710,2026-07-11,8746.0
,동궁리치웰문정(101),11710-283,0055,0003,2004,개인,,,95500,10,7,2026,중개거래,서울 송파구,80.13,6,55-3,1,N,,송파대로22길,00004,00016,4169329,01,11710,0,11710,개인,10800,문정동,11710,2026-07-10,3940.0
,동부센트레빌,11710-51,0095,0000,2001,개인,,,215000,10,7,2026,중개거래,서울 송파구,115.93,11,95,1,N,,송파대로32길,00033,00000,4169335,01,11710,0,11710,개인,10700,가락동,11710,2026-07-10,6131.0
,위례24단지(꿈에그린),11710-7441,0901,0000,2013,개인,,,184500,10,7,2026,중개거래,서울 송파구,59.66,6,901,1,N,,위례광장로,00121,00000,3000238,01,11710,0,11710,개인,10900,장지동,11710,2026-07-10,10223.0
,가락(1차)쌍용아파트,11710-59,0140,0000,1997,개인,,,195000,10,7,2026,중개거래,서울 송파구,59.92,22,140,1,N,,동남로,00193,00000,3000034,01,11710,0,11710,개인,10700,가락동,11710,2026-07-10,10758.0
,우창,11710-129,0164,0000,1985,개인,,,169000,10,7,2026,중개거래,서울 송파구,76.42,5,164,1,N,,동남로24길,00006,00000,4169064,01,11710,0,11710,개인,11200,오금동,11710,2026-07-10,7311.0
,잠실엘스,11710-6346,0019,0000,2008,개인,,,328000,9,7,2026,중개거래,"서울 강남구, 서울 송파구",84.8,22,19,1,N,,올림픽로,00099,00000,3123023,01,11710,0,11710,개인,10100,잠실동,11710,2026-07-09,12787.0
,거여1단지,11710-133,0290,0000,1997,개인,,,124000,10,7,2026,중개거래,서울 송파구,49.8,8,290,1,N,,양산로8길,00008,00000,4169365,01,11710,0,11710,개인,11300,거여동,11710,2026-07-10,8231.0
,성원상떼빌,11710-5828,0080,0000,2006,개인,,,150000,9,7,2026,중개거래,서울 송파구,101.52,7,80,1,N,,송파대로28길,00027,00000,4169333,01,11710,0,11710,개인,10700,가락동,11710,2026-07-09,4884.0
,우방1,11710-142,0356,0000,1999,개인,,,105000,9,7,2026,중개거래,서울 송파구,59.91,8,356,1,N,,오금로56길,00016,00000,4169410,01,11710,0,11710,개인,11300,거여동,11710,2026-07-09,5794.0
,아시아선수촌아파트,11710-158,0086,0000,1986,개인,,,345100,9,7,2026,직거래,,99.385,2,86,1,N,,올림픽로4길,00015,00000,4169439,01,11710,0,11710,개인,10100,잠실동,11710,2026-07-09,11479.0
,프라임,11710-426,0126,0002,2002,개인,,,120000,9,7,2026,중개거래,"서울 강남구, 서울 송파구",133.79,10,126-2,1,N,,동남로11길,00021,00000,4169055,01,11710,0,11710,개인,10700,가락동,11710,2026-07-09,2965.0
,래미안파크팰리스,11710-6150,0165,0000,2007,개인,,,247000,8,7,2026,중개거래,"서울 성동구, 서울 송파구",84.936,26,165,1,N,,동남로,00225,00000,3000034,01,11710,0,11710,개인,10700,가락동,11710,2026-07-08,9614.0
,가락(1차)쌍용아파트,11710-59,0140,0000,1997,개인,,,194500,8,7,2026,중개거래,서울 송파구,59.92,10,140,1,N,,동남로,00193,00000,3000034,01,11710,0,11710,개인,10700,가락동,11710,2026-07-08,10731.0
,에스-탑,11710-243,0118,0002,2004,개인,,,105000,7,7,2026,중개거래,서울 송파구,116.55,2,118-2,1,N,,백제고분로44길,00013,00018,4169196,01,11710,0,11710,개인,10400,송파동,11710,2026-07-07,2978.0
,거여5단지,11710-137,0294,0000,1997,개인,,,135000,7,7,2026,중개거래,서울 송파구,59.74,7,294,1,N,,양산로4길,00016,00000,4169363,01,11710,0,11710,개인,11300,거여동,11710,2026-07-07,7470.0
,우성,11710-61,0096,0001,1986,개인,,,164000,3,7,2026,중개거래,서울 송파구,43.79,10,96-1,1,N,,송파대로32길,00008,00000,4169335,01,11710,0,11710,개인,10700,가락동,11710,2026-07-03,12381.0
,가락(1차)쌍용아파트,11710-59,0140,0000,1997,개인,,,210000,4,7,2026,중개거래,서울 송파구,84.69,2,140,1,N,,동남로,00193,00000,3000034,01,11710,0,11710,개인,10700,가락동,11710,2026-07-04,8197.0
,올림픽선수기자촌2단지,11710-5715,0089,0000,1988,개인,,,299000,3,7,2026,중개거래,서울 송파구,83.06,9,89,1,N,,양재대로,01218,00000,2000006,02,11710,0,11710,개인,11100,방이동,11710,2026-07-03,11900.0
,문정래미안,11710-282,0001,0000,2004,개인,,,230000,4,7,2026,중개거래,서울 송파구,133.29,19,1,1,N,,문정로,00083,00000,3123005,02,11710,0,11710,개인,10800,문정동,11710,2026-07-04,5704.0
,파크리오,11710-6266,0017,0000,2008,개인,,,145000,4,7,2026,중개거래,서울 송파구,35.24,13,17,1,N,,올림픽로,00435,00000,3123023,02,11710,0,11710,개인,10200,신천동,11710,2026-07-04,13602.0
,이스턴잠실,11710-9084,0046,0001,2020,개인,,,28800,7,7,2026,중개거래,경기 남양주시,23.93,8,46-1,1,N,26.07.08,오금로11길,00043,00016,4169374,00,11710,,11710,개인,11100,방이동,11710,2026-07-07,3979.0
,테라펠리체송파,11710-9304,0166,0006,2021,개인,,,83500,6,7,2026,중개거래,서울 송파구,44.0351,9,166-6,1,N,,동남로,00240,00006,3000034,00,11710,,11710,법인,10700,가락동,11710,2026-07-06,6269.0
,주공아파트 5단지,11710-164,0027,0000,1978,개인,,,405700,2,7,2026,중개거래,서울 송파구,76.5,10,27,1,N,,송파대로,00567,00000,2005011,01,11710,0,11710,개인,10100,잠실동,11710,2026-07-02,17532.0
,올림픽훼밀리타운,11710-89,0150,0000,1988,개인,,,305000,6,7,2026,중개거래,서울 송파구,136.325,4,150,1,N,,중대로,00024,00000,3123016,02,11710,0,11710,개인,10800,문정동,11710,2026-07-06,7396.0
,래미안파크팰리스,11710-6150,0165,0000,2007,개인,,,239000,6,7,2026,중개거래,서울 송파구,84.885,12,165,1,N,,동남로,00225,00000,3000034,01,11710,0,11710,개인,10700,가락동,11710,2026-07-06,9308.0
,힐스빌,11710-36,0104,0000,2001,개인,,,41000,3,7,2026,중개거래,서울 송파구,52.62,3,104,1,N,,백제고분로44길,00064,00000,4169196,01,11710,0,11710,개인,10400,송파동,11710,2026-07-03,2576.0
,헬리오시티,11710-8865,0913,0000,2018,개인,,,290000,4,7,2026,중개거래,서울 송파구,84.99,9,913,1,N,,송파대로,00345,00000,2005011,00,11710,,11710,개인,10700,가락동,11710,2026-07-04,11280.0
,한양아파트,11710-30,0119,0000,1983,개인,,,210000,5,7,2026,중개거래,서울 송파구,64.26,8,119,1,N,,가락로,00187,00000,3123001,01,11710,0,11710,개인,10400,송파동,11710,2026-07-05,10803.0
,래미안파크팰리스,11710-6150,0165,0000,2007,개인,,,236000,5,7,2026,중개거래,서울 송파구,84.885,1,165,1,N,,동남로,00225,00000,3000034,01,11710,0,11710,개인,10700,가락동,11710,2026-07-05,9191.0
,잠실엘스,11710-6346,0019,0000,2008,개인,,,325000,4,7,2026,중개거래,서울 송파구,84.97,7,19,1,N,,올림픽로,00099,00000,3123023,01,11710,0,11710,개인,10100,잠실동,11710,2026-07-04,12644.0
,씨티극동1,11710-13,0509,0000,1998,개인,,,185000,2,7,2026,중개거래,"서울 강남구, 서울 송파구",114.63,10,509,1,N,,한가람로,00478,00000,3123020,02,11710,0,11710,개인,10300,풍납동,11710,2026-07-02,5335.0
,힐스테이트송파위례,11710-8158,0883,0000,2016,개인,,,230000,4,7,2026,중개거래,서울 송파구,101.8,22,883,1,N,,위례광장로,00170,00000,3000238,00,11710,0,11710,개인,10900,장지동,11710,2026-07-04,7469.0
,가락금호아파트,11710-49,0095,0001,1997,개인,,,185000,2,7,2026,중개거래,서울 송파구,59.91,16,95-1,1,N,,송파대로32길,00015,00000,4169335,01,11710,0,11710,개인,10700,가락동,11710,2026-07-02,10208.0
,쌍용,11710-12,0401,0001,1994,개인,,,177000,3,7,2026,중개거래,서울 송파구,84.85,20,401-1,1,N,,올림픽로47길,00012,00000,4169437,00,11710,0,11710,개인,10300,풍납동,11710,2026-07-03,6896.0
,위례중앙푸르지오2단지,11710-8306,0896,0000,2016,개인,,,207000,4,7,2026,중개거래,서울 송파구,84.8984,7,896,1,N,,위례광장로,00290,00000,3000238,00,11710,0,11710,개인,10900,장지동,11710,2026-07-04,8060.0
,삼성프라자,11710-54,0168,0001,1995,개인,,,105000,4,7,2026,중개거래,서울 송파구,131.29,3,168-1,1,N,,오금로44길,00010,00000,4169401,01,11710,0,11710,개인,10700,가락동,11710,2026-07-04,2644.0
,우방1,11710-142,0356,0000,1999,개인,,,127500,3,7,2026,중개거래,서울 송파구,84.9,16,356,1,N,,오금로56길,00016,00000,4169410,01,11710,0,11710,개인,11300,거여동,11710,2026-07-03,4965.0
,거여1단지,11710-133,0290,0000,1997,개인,,,127000,4,7,2026,중개거래,서울 송파구,49.8,9,290,1,N,,양산로8길,00008,00000,4169365,01,11710,0,11710,개인,11300,거여동,11710,2026-07-04,8430.0
,아키죤II,11710-201,0101,0004,2003,개인,,,87000,3,7,2026,중개거래,서울 송파구,75.29,4,101-4,1,N,,송파대로24길,00005,00011,4169330,01,11710,0,11710,개인,10700,가락동,11710,2026-07-03,3820.0
,리센츠,11710-6249,0022,0000,2008,개인,,,350000,3,7,2026,중개거래,서울 송파구,84.99,26,22,1,N,,올림픽로,00135,00000,3123023,01,11710,0,11710,개인,10100,잠실동,11710,2026-07-03,13614.0
,거여4단지,11710-136,0293,0000,1997,개인,,,99500,3,7,2026,중개거래,서울 송파구,39.6,5,293,1,N,,양산로4길,00008,00000,4169363,01,11710,0,11710,개인,11300,거여동,11710,2026-07-03,8306.0
,올림픽훼밀리타운,11710-89,0150,0000,1988,개인,,,305000,3,7,2026,중개거래,서울 송파구,136.325,5,150,1,N,,중대로,00024,00000,3123016,02,11710,0,11710,개인,10800,문정동,11710,2026-07-03,7396.0
,문정대우푸르지오2차,11710-81,0019,0000,2001,개인,,,151500,4,7,2026,중개거래,서울 송파구,59.57,6,19,1,N,,송이로32길,00037,00000,4169314,01,11710,0,11710,개인,10800,문정동,11710,2026-07-04,8407.0
,상아2차아파트,11710-124,0165,0000,1988,개인,,,158000,3,7,2026,중개거래,서울 송파구,50.72,10,165,1,N,,오금로,00407,00000,3123014,05,11710,0,11710,개인,11200,오금동,11710,2026-07-03,10298.0
,가락(1차)쌍용아파트,11710-59,0140,0000,1997,개인,,,219000,2,7,2026,중개거래,서울 송파구,84.69,17,140,1,N,,동남로,00193,00000,3000034,01,11710,0,11710,개인,10700,가락동,11710,2026-07-02,8548.0
,쌍용스윗닷홈2차,11710-5926,0027,0005,2006,개인,,,146000,2,7,2026,중개거래,서울 송파구,104.04,9,27-5,1,N,,오금로,00512,00000,3123014,06,11710,0,11710,개인,11300,거여동,11710,2026-07-02,4639.0
,파크리오,11710-6266,0017,0000,2008,개인,,,291000,2,7,2026,중개거래,서울 송파구,84.79,16,17,1,N,,올림픽로,00435,00000,3123023,02,11710,0,11710,개인,10200,신천동,11710,2026-07-02,11346.0
,신성노바빌아파트,11710-10,0510,0000,2000,개인,,,106500,1,7,2026,중개거래,서울 송파구,59.78,2,510,1,N,,한가람로,00468,00000,3123020,02,11710,0,11710,개인,10300,풍납동,11710,2026-07-01,5889.0
,테라펠리체송파,11710-9304,0166,0006,2021,개인,,,59500,1,7,2026,중개거래,서울 송파구,29.1078,5,166-6,1,N,,동남로,00240,00006,3000034,00,11710,,11710,법인,10700,가락동,11710,2026-07-01,6757.0
,가락미륭아파트,11710-53,0138,0000,1986,개인,,,166000,1,7,2026,중개거래,서울 송파구,50.0,15,138,1,N,,동남로11길,00004,00000,4169055,01,11710,0,11710,개인,10700,가락동,11710,2026-07-01,10975.0
,한영해시안아파트,11710-8841,0167,0001,2019,개인,,,108400,1,7,2026,중개거래,서울 송파구,62.63,10,167-1,1,N,,오금로32길,00035,00000,4169391,01,11710,0,11710,개인,10400,송파동,11710,2026-07-01,5722.0
113,선사현대아파트,11740-91,0509,0000,2000,개인,,,164000,28,7,2025,중개거래,서울 강동구,82.94,22,509,1,N,25.11.28,상암로,00011,00000,3124003,03,11740,0,11740,개인,10700,암사동,11740,2025-07-28,6537.0
